Country or Area,Subgroup,Year,Source,Unit,Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding,Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding Footnotes
Suriname,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,44.0,2.0
Suriname,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,60.0,2.0
Suriname,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,24.0,2.0
Suriname,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,0.4,2.0
Swaziland,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,57.0,1.0
Swaziland,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,55.0,1.0
Swaziland,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,65.0,1.0
Swaziland,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.2,1.0
Swaziland,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,58.0,1.0
Swaziland,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,60.0,1.0
Swaziland,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.0,1.0
Syrian Arab Republic,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,50.0,2.0
Syrian Arab Republic,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,44.0,2.0
Syrian Arab Republic,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,56.0,2.0
Syrian Arab Republic,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.3,2.0
Syrian Arab Republic,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,45.0,2.0
Syrian Arab Republic,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,59.0,2.0
Syrian Arab Republic,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.3,2.0
Tajikistan,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,73.0,1.0
Tajikistan,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,78.0,1.0
Tajikistan,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,70.0,1.0
Tajikistan,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,0.9,1.0
Tajikistan,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,52.0,2.0
Tajikistan,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,50.0,2.0
Tajikistan,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.0,2.0
Thailand,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,57.0,2.0
Thailand,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,59.0,2.0
Thailand,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,50.0,2.0
Thailand,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,0.9,2.0
Thailand,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,56.0,2.0
Thailand,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,54.0,2.0
Thailand,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.0,2.0
The former Yugoslav Republic of Macedonia,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,62.0,1.0
The former Yugoslav Republic of Macedonia,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,30.0,2.0
The former Yugoslav Republic of Macedonia,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,19.0,2.0
The former Yugoslav Republic of Macedonia,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,0.6,2.0
Timor-Leste,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,71.0,1.0
Timor-Leste,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,74.0,1.0
Timor-Leste,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,65.0,1.0
Timor-Leste,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,0.9,1.0
Timor-Leste,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,70.0,1.0
Timor-Leste,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,71.0,1.0
Timor-Leste,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.0,1.0
Togo,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,11.0,1.0
Togo,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,10.0,1.0
Togo,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,15.0,1.0
Togo,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.5,1.0
Togo,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,8.0,1.0
Togo,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,19.0,1.0
Togo,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,2.5,1.0
Tunisia,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,55.0,2.0
Tunisia,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,50.0,2.0
Tunisia,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,58.0,2.0
Tunisia,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.1,2.0
Turkmenistan,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,40.0,2.0
Turkmenistan,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,45.0,2.0
Turkmenistan,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,32.0,2.0
Turkmenistan,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,0.7,2.0
Turkmenistan,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,45.0,2.0
Turkmenistan,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,30.0,2.0
Turkmenistan,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,0.7,2.0
Uganda,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,44.0,1.0
Uganda,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,43.0,1.0
Uganda,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,46.0,1.0
Uganda,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.1,1.0
Uganda,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,43.0,1.0
Uganda,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,45.0,1.0
Uganda,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.1,1.0
United Republic of Tanzania,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,44.0,1.0
United Republic of Tanzania,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,44.0,1.0
United Republic of Tanzania,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,44.0,1.0
United Republic of Tanzania,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.0,1.0
United Republic of Tanzania,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,41.0,1.0
United Republic of Tanzania,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,38.0,1.0
United Republic of Tanzania,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,0.9,1.0
Uzbekistan,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,28.0,2.0
Uzbekistan,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,31.0,2.0
Uzbekistan,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,34.0,2.0
Uzbekistan,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.1,2.0
Vanuatu,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,23.0,1.0
Venezuela (Bolivarian Republic of),Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,38.0,2.0
Venezuela (Bolivarian Republic of),Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,39.0,2.0
Venezuela (Bolivarian Republic of),Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,55.0,2.0
Venezuela (Bolivarian Republic of),Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.4,2.0
Viet Nam,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,47.0,1.0
Viet Nam,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,46.0,1.0
Viet Nam,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,47.0,1.0
Viet Nam,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.0,1.0
Western and Central Africa,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,27.0,5.0
Western and Central Africa,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,23.0,6.0
Western and Central Africa,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,35.0,6.0
Western and Central Africa,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.5,6.0
Western and Central Africa,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,21.0,6.0
Western and Central Africa,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,42.0,6.0
Western and Central Africa,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,2.0,6.0
World,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,35.0,3.0
World,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,33.0,4.0
World,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,40.0,4.0
World,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.2,4.0
World,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,29.0,4.0
World,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,44.0,4.0
World,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.5,4.0
Yemen,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,33.0,2.0
Yemen,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,34.0,2.0
Yemen,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,30.0,2.0
Yemen,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,0.9,2.0
Yemen,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,31.0,2.0
Yemen,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,37.0,2.0
Yemen,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.2,2.0
Zambia,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,60.0,1.0
Zambia,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,60.0,1.0
Zambia,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,59.0,1.0
Zambia,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.0,1.0
Zambia,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,61.0,1.0
Zambia,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,61.0,1.0
Zambia,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.0,1.0
Zimbabwe,Total <5 yr,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,21.0,1.0
Zimbabwe,Rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,18.0,1.0
Zimbabwe,Urban,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,26.0,1.0
Zimbabwe,Ratio of urban to rural,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.4,1.0
Zimbabwe,Poorest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,18.0,1.0
Zimbabwe,Richest 20%,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Percent,28.0,1.0
Zimbabwe,Ratio of richest to poorest,2007-2012,"UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys",Ratio,1.6,1.0
fnSeqID,Footnote,,,,,
1,Data refer to the most recent year available during the period specified in the column heading. ,,,,,
2,"Data refer to the most recent year available during the period specified in the column heading. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages, with the exception of 2005-2006 data from India. Estimates from data years prior to 2000 are not displayed.",,,,,
3,"Data refer to the most recent year available during the period specified in the column heading. Excludes China. For a complete list of countries and territories in the regions, subregions and country categories, see page XX.",,,,,
4,"Data refer to the most recent year available during the period specified in the column heading. Excludes China. For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
5,"Data refer to the most recent year available during the period specified in the column heading. For a complete list of countries and territories in the regions, subregions and country categories, see page XX.",,,,,
6,"Data refer to the most recent year available during the period specified in the column heading. For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
7,"Data refer to the most recent year available during the period specified in the column heading. Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",,,,,
8,"Data refer to the most recent year available during the period specified in the column heading. Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item).",,,,,
