Country or Area,Subgroup,Year,Source,Unit,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR) Footnotes
San Marino,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,2.0,
Sao Tome and Principe,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,28.0,
Sao Tome and Principe,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,89.0,
Sao Tome and Principe,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,93.0,
Sao Tome and Principe,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,96.0,
Sao Tome and Principe,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,96.0,
Sao Tome and Principe,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,86.0,
Sao Tome and Principe,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,92.0,
Saudi Arabia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,141.0,
Saudi Arabia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,9.0,
Saudi Arabia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
Saudi Arabia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,43.0,
Saudi Arabia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Saudi Arabia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,10.0,
Senegal,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,45.0,
Senegal,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,65.0,
Senegal,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,130.0,
Senegal,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,136.0,
Senegal,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,295.0,
Senegal,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,60.0,
Senegal,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,69.0,
Serbia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,151.0,
Serbia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Serbia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,13.0,
Serbia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,29.0,
Serbia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Serbia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Seychelles,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,122.0,
Seychelles,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
Seychelles,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
Seychelles,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,17.0,
Seychelles,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,66.0,
Seychelles,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,13.0,
Seychelles,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,15.0,
Sierra Leone,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,1.0,
Sierra Leone,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,185.0,
Sierra Leone,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,241.0,
Sierra Leone,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,267.0,
Sierra Leone,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,342.0,
Sierra Leone,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,176.0,
Sierra Leone,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,194.0,
Singapore,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,184.0,
Singapore,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Singapore,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Singapore,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Singapore,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,27.0,
Singapore,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,2.0,
Singapore,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Slovakia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,145.0,
Slovakia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Slovakia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,12.0,
Slovakia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,18.0,
Slovakia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Slovakia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,9.0,
Slovenia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,184.0,
Slovenia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Slovenia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Slovenia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,10.0,
Slovenia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Slovenia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Solomon Islands,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,87.0,
Solomon Islands,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,22.0,
Solomon Islands,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,31.0,
Solomon Islands,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,42.0,
Solomon Islands,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,102.0,
Solomon Islands,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,22.0,
Solomon Islands,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
Somalia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,2.0,
Somalia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,180.0,
Somalia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,180.0,
Somalia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,180.0,
Somalia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,170.0,
Somalia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,190.0,
South Africa,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,58.0,
South Africa,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,47.0,
South Africa,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,74.0,
South Africa,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,62.0,
South Africa,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,44.0,
South Africa,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,50.0,
South Asia,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,62.0,
South Asia,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,89.0,1.0
South Asia,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,119.0,1.0
South Asia,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,195.0,1.0
South Asia,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,63.0,1.0
South Asia,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,61.0,
South Sudan,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,15.0,2.0
South Sudan,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,121.0,2.0
South Sudan,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,165.0,3.0
South Sudan,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,217.0,2.0
South Sudan,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,302.0,3.0
South Sudan,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,119.0,2.0
South Sudan,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,122.0,2.0
Spain,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,169.0,
Spain,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Spain,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Spain,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Spain,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,29.0,
Spain,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Spain,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Sri Lanka,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,128.0,
Sri Lanka,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,12.0,
Sri Lanka,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,19.0,
Sri Lanka,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,29.0,
Sri Lanka,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,76.0,
Sri Lanka,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,11.0,
Sri Lanka,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,13.0,
State of Palestine,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,87.0,
State of Palestine,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,22.0,
State of Palestine,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,30.0,
State of Palestine,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,43.0,
State of Palestine,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
State of Palestine,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,23.0,
Sub-Saharan Africa,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,109.0,
Sub-Saharan Africa,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,154.0,1.0
Sub-Saharan Africa,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,178.0,1.0
Sub-Saharan Africa,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,236.0,1.0
Sub-Saharan Africa,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,103.0,1.0
Sub-Saharan Africa,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,114.0,
Sudan,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,29.0,2.0
Sudan,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,86.0,2.0
Sudan,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,104.0,3.0
Sudan,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,123.0,2.0
Sudan,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,148.0,3.0
Sudan,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,81.0,2.0
Sudan,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,91.0,2.0
Suriname,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,74.0,
Suriname,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,30.0,
Suriname,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,40.0,
Suriname,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,52.0,
Suriname,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,26.0,
Suriname,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,33.0,
Swaziland,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,21.0,
Swaziland,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,104.0,
Swaziland,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,114.0,
Swaziland,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,83.0,
Swaziland,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,181.0,
Swaziland,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,94.0,
Swaziland,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,113.0,
Sweden,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,184.0,
Sweden,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Sweden,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Sweden,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Sweden,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,13.0,
Sweden,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Sweden,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Switzerland,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,169.0,
Switzerland,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Switzerland,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,6.0,
Switzerland,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Switzerland,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,18.0,
Switzerland,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,4.0,
Switzerland,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Syrian Arab Republic,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,115.0,
Syrian Arab Republic,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,15.0,
Syrian Arab Republic,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,23.0,
Syrian Arab Republic,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,36.0,
Syrian Arab Republic,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,113.0,
Syrian Arab Republic,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
Syrian Arab Republic,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,16.0,
Tajikistan,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,46.0,
Tajikistan,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,63.0,
Tajikistan,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,95.0,
Tajikistan,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,114.0,
Tajikistan,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,56.0,
Tajikistan,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,70.0,
Thailand,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,128.0,
