Ratio of life expectancy at birth of females to males , Contraceptive prevalence rate (CPR)
Proportion of new borns protected against tetanus , Proportion of population with access to improved sanitation_Percent_Rural
Proportion of population with sustainable access to an improved water source_Rural , Condom use at last high-risk sex_Female 15-24 yr
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of 1 year-old children fully immunised against polio (OPV)
Average annual rate of reduction of under-five mortality rate_1990-2000 , Proportion of births attended by skilled health personnel_Percent_Poorest 20%
Total fertility rate (TFR)_2011.0 , Infant mortality rate (IMR)_2011.0
Child discipline_Total , Crude birth rate (CBR)_1990.0
Neonatal mortality rate , Maternal mortality ratio (MMR)
Antenatal care coverage for at least four visits , Timely complementary feeding rate
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of population with sustainable access to an improved water source_Total
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Urban Female 15-24 yr , Antenatal care coverage (ANC)
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Birth registration_Richest 20%
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr , Condom use at last high-risk sex_Female 15-24 yr
Proportion of 1 year-old children immunised against measles , Condom use at last high-risk sex_Female 15-24 yr
Proportion of population with access to improved sanitation_Percent_Urban , Reduction in under-five mortality rate_2000.0
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of households consuming iodized salt
Average annual rate of reduction of total fertility rate_1970-1990 , Proportion of 1 year-old children fully immunised against polio (OPV)
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of 1 year-old children immunised against measles
Total fertility rate (TFR)_2011.0 , Crude birth rate (CBR)_1970.0
Life expectancy at birth_1970.0 , Reduction in under-five mortality rate_1990.0
Average annual rate of reduction of under-five mortality rate_1990-2011 , Birth registration_Poorest 20%
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr , Antenatal care coverage (ANC)
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr , Antenatal care coverage (ANC)
Ratio of life expectancy at birth of females to males , Condom use at last high-risk sex_Female 15-24 yr
Proportion of population with access to improved sanitation_Percent_Total , Caesarean section
Total fertility rate (TFR)_1990.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_1990.0_Total
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of population with sustainable access to an improved water source_Rural
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-19 yr , Condom use at last high-risk sex_Female 15-24 yr
Proportion of population with sustainable access to an improved water source_Total , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Antenatal care coverage (ANC)
Average annual rate of reduction of under-five mortality rate_2000-2011 , Proportion of population with sustainable access to an improved water source_Total
Average annual rate of reduction of total fertility rate_1970-1990 , Proportion of population with sustainable access to an improved water source_Rural
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Birth registration_Richest 20%
Proportion of population with sustainable access to an improved water source_Rural , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Proportion of 1 year-old children immunised against TB (BCG) , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20%
Average annual rate of reduction of total fertility rate_1970-1990 , Antenatal care coverage for at least four visits
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20% , Proportion of population with sustainable access to an improved water source_Rural
Condom use at last high-risk sex_Female 15-24 yr , Proportion of 1 year-old children fully immunised against DPT
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of births attended by skilled health personnel_Percent_Richest 20%
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total , Infant mortality rate (IMR)_2011.0
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Caesarean section
Proportion of under-five children with suspected pneumonia taken to health provider , Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr
Prevalence of underweight (severe) - WHO , Prevalence of underweight (moderate and severe) - WHO_Percent_Rural
Proportion of 1 year-old children immunised against DPT1 , Condom use at last high-risk sex_Female 15-24 yr
Life expectancy at birth_2011.0 , Condom use at last high-risk sex_Male 15-24 yr
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , Crude birth rate (CBR)_2011.0
Life expectancy at birth_1990.0 , Caesarean section
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Reduction in under-five mortality rate_1990.0
Child discipline_Total , Proportion of households consuming iodized salt
Proportion of 1 year-old children fully immunised against Hepatitis B , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20%
Timely complementary feeding rate , Reduction in under-five mortality rate_2000.0
Ratio of life expectancy at birth of females to males , Average annual rate of reduction of under-five mortality rate_1990-2011
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr , Proportion of population with sustainable access to an improved water source_Urban
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Proportion of 1 year-old children fully immunised against DPT
Average annual rate of reduction of total fertility rate_1970-1990 , Proportion of 1 year-old children fully immunised against DPT
Average annual rate of reduction of under-five mortality rate_1990-2011 , Proportion of population with access to improved sanitation_Percent_Total
Average annual rate of reduction of under-five mortality rate_1990-2000 , Child discipline_Total
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Urban Female 15-24 yr , Proportion of 1 year-old children immunised against DPT1
Timely complementary feeding rate , Birth registration_Richest 20%
Average annual rate of reduction of total fertility rate_1970-1990 , Contraceptive prevalence rate (CPR)
Average annual rate of reduction of total fertility rate_1970-1990 , Institutional deliveries
Average annual rate of reduction of under-five mortality rate_1990-2000 , Timely complementary feeding rate
Life expectancy at birth_1970.0 , Condom use at last high-risk sex_Female 15-24 yr
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20% , Birth registration_Urban
Average annual rate of reduction of total fertility rate_1970-1990 , Proportion of births attended by skilled health personnel_Percent_Urban
Contraceptive prevalence rate (CPR) , Reduction in under-five mortality rate_2000.0
Proportion of new borns protected against tetanus , Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20%
Proportion of households consuming iodized salt , Birth registration_Poorest 20%
Proportion of 1 year-old children fully immunised against polio (OPV) , Condom use at last high-risk sex_Female 15-24 yr
Child discipline_Total , Crude death rate (CDR)_1970.0
Antenatal care coverage for at least four visits , Caesarean section
Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total , Prevalence of stunting (moderate and severe) - WHO
Contraceptive prevalence rate (CPR) , Condom use at last high-risk sex_Female 15-24 yr
Contraceptive prevalence rate (CPR) , Proportion of households consuming iodized salt
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Crude death rate (CDR)_1970.0
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , Crude birth rate (CBR)_2011.0
Average annual rate of reduction of total fertility rate_1970-1990 , Proportion of births attended by skilled health personnel_Percent_Rural
Average annual rate of reduction of total fertility rate_1970-1990 , Birth registration_Total
Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Urban Female 15-24 yr , Proportion of births attended by skilled health personnel_Percent_Urban
Average annual rate of reduction of total fertility rate_1970-1990 , Proportion of population with sustainable access to an improved water source_Urban
