Country or Area,Subgroup,Year,Source,Unit,Proportion of population with access to improved sanitation,Proportion of population with access to improved sanitation Footnotes
Viet Nam,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,76.0,
Viet Nam,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.4,
Western and Central Africa,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,20.0,1.0
Western and Central Africa,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,35.0,1.0
Western and Central Africa,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,26.0,2.0
Western and Central Africa,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.8,1.0
World,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,47.0,1.0
World,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,79.0,1.0
World,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,63.0,2.0
World,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.7,1.0
Yemen,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,34.0,
Yemen,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,93.0,
Yemen,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,53.0,
Yemen,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,2.7,
Zambia,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,43.0,
Zambia,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,57.0,
Zambia,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,48.0,
Zambia,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.3,
Zimbabwe,Rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,32.0,
Zimbabwe,Urban,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,52.0,
Zimbabwe,Total,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Percent,40.0,
Zimbabwe,Ratio of urban to rural,2010.0,"UN_UNICEF and World Health Organization (WHO), Joint Monitoring Programme",Ratio,1.6,
fnSeqID,Footnote,,,,,
1,"For a complete list of countries and territories in the regions and subregions, see page XX.",,,,,
2,"For a complete list of countries and territories in the regions, subregions and country categories, see page XX.",,,,,
3,"The WHO/UNICEF Joint Monitoring Programme For Water Supply and Sanitation (JMP) closed its databases for these estimates before the cession  of the Republic of South Sudan from the Republic of the Sudan. Aggregated data presented are for the Sudan pre-cession. Disaggregated data for the Sudan and South Sudan as separate States will be published by the JMP in 2013. Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item).",,,,,
4,"Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item). The WHO/UNICEF Joint Monitoring Programme For Water Supply and Sanitation (JMP) closed its databases for these estimates before the cession  of the Republic of South Sudan by the Republic of the Sudan. Aggregated data presented are for the Sudan pre-cession. Disaggregated data for the Sudan and South Sudan as separate States will be published by the JMP in 2013. ",,,,,
